1000	0	24.37
2000	0	24.37
3000	0	24.37
4000	0	24.37
5000	0	24.37
6000	0	24.37
7000	0	24.37
8000	0	24.37
9000	0	24.44
10000	0	24.37
11000	0	24.37
12000	0	24.44
13000	0	24.44
14000	0	24.37
15000	0	24.37
16000	0	24.37
17000	0	24.37
18000	0	24.44
19000	0	24.44
20000	0	24.44
21000	0	24.44
22000	0	24.37
23000	0	24.44
24000	0	24.44
25000	0	24.37
26000	0	24.50
27000	0	24.44
28000	0	24.44
29000	0	24.44
30000	50	24.44
31000	50	24.44
32000	50	24.44
33000	50	24.44
34000	50	24.44
35000	50	24.37
36000	50	24.37
37000	50	24.44
38000	50	24.44
39000	50	24.44
40000	50	24.44
41000	50	24.44
42000	50	24.44
43000	50	24.44
44000	50	24.44
45000	50	24.44
46000	50	24.44
47000	50	24.50
48000	50	24.50
49000	50	24.50
50000	50	24.50
51000	50	24.50
52000	50	24.56
53000	50	24.50
54000	50	24.56
55000	50	24.56
56000	50	24.50
57000	50	24.56
58000	50	24.56
59000	50	24.56
60000	50	24.56
61000	50	24.62
62000	50	24.62
63000	50	24.62
64000	50	24.62
65000	50	24.62
66000	50	24.62
67000	50	24.69
68000	50	24.69
69000	50	24.75
70000	50	24.69
71000	50	24.75
72000	50	24.75
73000	50	24.75
74000	50	24.75
75000	50	24.75
76000	50	24.81
77000	50	24.81
78000	50	24.81
79000	50	24.87
80000	50	24.87
81000	50	24.87
82000	50	24.94
83000	50	24.94
84000	50	24.94
85000	50	24.94
86000	50	24.94
87000	50	24.94
88000	50	25.00
89000	50	25.00
90000	50	25.00
91000	50	25.00
92000	50	25.06
93000	50	25.06
94000	50	25.12
95000	50	25.06
96000	50	25.12
97000	50	25.12
98000	50	25.12
99000	50	25.19
100000	50	25.19
101000	50	25.19
102000	50	25.25
103000	50	25.25
104000	50	25.19
105000	50	25.25
106000	50	25.25
107000	50	25.31
108000	50	25.37
109000	50	25.37
110000	50	25.37
111000	50	25.37
112000	50	25.44
113000	50	25.44
114000	50	25.44
115000	50	25.50
116000	50	25.56
117000	50	25.56
118000	50	25.50
119000	50	25.56
120000	50	25.56
121000	50	25.62
122000	50	25.62
123000	50	25.69
124000	50	25.69
125000	50	25.69
126000	50	25.69
127000	50	25.75
128000	50	25.75
129000	50	25.75
130000	50	25.81
131000	50	25.81
132000	50	25.81
133000	50	25.81
134000	50	25.87
135000	50	25.87
136000	50	25.87
137000	50	25.94
138000	50	25.94
139000	50	25.94
140000	50	26.00
141000	50	26.00
142000	50	26.06
143000	50	26.00
144000	50	26.06
145000	50	26.12
146000	50	26.12
147000	50	26.12
148000	50	26.19
149000	50	26.12
150000	50	26.19
151000	50	26.19
152000	50	26.25
153000	50	26.25
154000	50	26.31
155000	50	26.31
156000	50	26.31
157000	50	26.37
158000	50	26.37
159000	50	26.37
160000	50	26.44
161000	50	26.50
162000	50	26.50
163000	50	26.50
164000	50	26.50
165000	50	26.56
166000	50	26.62
167000	50	26.62
168000	50	26.62
169000	50	26.62
170000	50	26.69
171000	50	26.69
172000	50	26.75
173000	50	26.75
174000	50	26.75
175000	50	26.81
176000	50	26.81
177000	50	26.87
178000	50	26.87
179000	50	26.87
180000	50	26.87
181000	50	26.94
182000	50	26.94
183000	50	27.00
184000	50	26.94
185000	50	27.00
186000	50	27.00
187000	50	27.06
188000	50	27.06
189000	50	27.06
190000	50	27.06
191000	50	27.19
192000	50	27.12
193000	50	27.19
194000	50	27.19
195000	50	27.19
196000	50	27.25
197000	50	27.25
198000	50	27.31
199000	50	27.31
200000	50	27.37
201000	50	27.31
202000	50	27.37
203000	50	27.37
204000	50	27.37
205000	50	27.44
206000	50	27.50
207000	50	27.50
208000	50	27.50
209000	50	27.56
210000	50	27.56
211000	50	27.56
212000	50	27.62
213000	50	27.62
214000	50	27.62
215000	50	27.69
216000	50	27.69
217000	50	27.69
218000	50	27.75
219000	50	27.75
220000	50	27.75
221000	50	27.81
222000	50	27.81
223000	50	27.81
224000	50	27.81
225000	50	27.81
226000	50	27.87
227000	50	27.87
228000	50	27.87
229000	50	27.94
230000	50	27.94
231000	50	27.94
232000	50	28.00
233000	50	28.00
234000	50	28.06
235000	50	28.06
236000	50	28.06
237000	50	28.12
238000	50	28.12
239000	50	28.12
240000	50	28.12
241000	50	28.12
242000	50	28.19
243000	50	28.19
244000	50	28.25
245000	50	28.25
246000	50	28.25
247000	50	28.31
248000	50	28.31
249000	50	28.31
250000	50	28.37
251000	50	28.44
252000	50	28.37
253000	50	28.44
254000	50	28.44
255000	50	28.44
256000	50	28.50
257000	50	28.50
258000	50	28.56
259000	50	28.56
260000	50	28.62
261000	50	28.62
262000	50	28.62
263000	50	28.62
264000	50	28.62
265000	50	28.62
266000	50	28.69
267000	50	28.62
268000	50	28.69
269000	50	28.69
270000	50	28.69
271000	50	28.75
272000	50	28.75
273000	50	28.75
274000	50	28.81
275000	50	28.87
276000	50	28.81
277000	50	28.87
278000	50	28.87
279000	50	28.94
280000	50	28.94
281000	50	28.94
282000	50	28.94
283000	50	29.00
284000	50	29.00
285000	50	29.00
286000	50	29.00
287000	50	29.06
288000	50	29.06
289000	50	29.12
290000	50	29.12
291000	50	29.12
292000	50	29.19
293000	50	29.19
294000	50	29.19
295000	50	29.19
296000	50	29.19
297000	50	29.25
298000	50	29.25
299000	50	29.25
300000	50	29.31
301000	50	29.31
302000	50	29.31
303000	50	29.37
304000	50	29.37
305000	50	29.44
306000	50	29.44
307000	50	29.44
308000	50	29.44
309000	50	29.50
310000	50	29.50
311000	50	29.50
312000	50	29.50
313000	50	29.56
